Recording timestamp,Computer timestamp,Sensor,Recording name,Participant name,Presented Stimulus name,Event,Event value,Gaze point X,Gaze point Y,Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Eye movement type,Gaze event duration,Fixation point X,Fixation point Y,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Mouse position X,Mouse position Y,AOI hit [cake - buy],AOI hit [cake - cake-pic],AOI hit [cake - not-buy],AOI hit [pizza - buy],AOI hit [pizza - not-buy],AOI hit [pizza - pizza-pic],AOI hit [ice-cream - buy],AOI hit [ice-cream - ice-cream-pic],AOI hit [ice-cream - not-buy],AOI hit [cereal - buy],AOI hit [cereal - creal-pic],AOI hit [cereal - not-buy],AOI hit [date - buy],AOI hit [date - date-pic],AOI hit [date - not-buy]
92219,1992475247,Eye Tracker,Recording3,p03,date,,,976.0,142.0,0.5081,0.1314,Fixation,217.0,986.0,159.0,2.776,2.79,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92235,1992475264,Eye Tracker,Recording3,p03,date,,,983.0,183.0,0.5118,0.1697,Fixation,217.0,986.0,159.0,2.882,2.791,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92252,1992475281,Eye Tracker,Recording3,p03,date,,,988.0,157.0,0.5147,0.1449,Fixation,217.0,986.0,159.0,2.916,2.795,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92269,1992475297,Eye Tracker,Recording3,p03,date,,,973.0,146.0,0.507,0.1346,Fixation,217.0,986.0,159.0,2.697,2.838,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92285,1992475314,Eye Tracker,Recording3,p03,date,,,978.0,146.0,0.5093,0.1347,Fixation,217.0,986.0,159.0,2.796,2.824,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92302,1992475331,Eye Tracker,Recording3,p03,date,,,983.0,167.0,0.5122,0.1545,Fixation,217.0,986.0,159.0,2.821,2.912,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92318,1992475347,Eye Tracker,Recording3,p03,date,,,1046.0,195.0,0.545,0.1808,Saccade,17.0,,,2.878,2.905,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92335,1992475364,Eye Tracker,Recording3,p03,date,,,1038.0,183.0,0.5408,0.1689,Fixation,200.0,1055.0,180.0,2.805,2.766,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92352,1992475381,Eye Tracker,Recording3,p03,date,,,1052.0,197.0,0.5477,0.1824,Fixation,200.0,1055.0,180.0,2.872,2.844,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92368,1992475397,Eye Tracker,Recording3,p03,date,,,1056.0,174.0,0.55,0.1608,Fixation,200.0,1055.0,180.0,2.833,2.752,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92385,1992475414,Eye Tracker,Recording3,p03,date,,,1052.0,172.0,0.5482,0.1589,Fixation,200.0,1055.0,180.0,2.848,2.914,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92402,1992475431,Eye Tracker,Recording3,p03,date,,,1059.0,203.0,0.5513,0.188,Fixation,200.0,1055.0,180.0,2.91,2.784,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92419,1992475447,Eye Tracker,Recording3,p03,date,,,1044.0,149.0,0.5436,0.1376,Fixation,200.0,1055.0,180.0,2.837,2.769,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92435,1992475464,Eye Tracker,Recording3,p03,date,,,1042.0,178.0,0.5429,0.1651,Fixation,200.0,1055.0,180.0,2.832,2.853,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92452,1992475481,Eye Tracker,Recording3,p03,date,,,1053.0,184.0,0.5485,0.1705,Fixation,200.0,1055.0,180.0,2.857,2.834,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92469,1992475497,Eye Tracker,Recording3,p03,date,,,1083.0,147.0,0.5638,0.136,Fixation,200.0,1055.0,180.0,2.826,2.814,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92485,1992475514,Eye Tracker,Recording3,p03,date,,,1076.0,192.0,0.5604,0.1772,Fixation,200.0,1055.0,180.0,2.887,2.817,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92502,1992475531,Eye Tracker,Recording3,p03,date,,,1051.0,181.0,0.5473,0.1674,Fixation,200.0,1055.0,180.0,2.77,2.881,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92519,1992475547,Eye Tracker,Recording3,p03,date,,,1054.0,166.0,0.5491,0.1537,Fixation,200.0,1055.0,180.0,2.847,2.934,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92535,1992475564,Eye Tracker,Recording3,p03,date,,,1055.0,252.0,0.5496,0.2332,Saccade,17.0,,,2.842,2.806,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92552,1992475581,Eye Tracker,Recording3,p03,date,,,1040.0,213.0,0.5418,0.1966,Unclassified,17.0,,,2.866,2.81,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92569,1992475597,Eye Tracker,Recording3,p03,date,,,1054.0,170.0,0.549,0.1576,Saccade,17.0,,,2.817,2.742,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92585,1992475614,Eye Tracker,Recording3,p03,date,,,1052.0,177.0,0.5478,0.164,Unclassified,17.0,,,2.753,2.803,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92602,1992475631,Eye Tracker,Recording3,p03,date,,,938.0,235.0,0.4886,0.2172,Saccade,67.0,,,2.852,2.812,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92619,1992475648,Eye Tracker,Recording3,p03,date,,,606.0,298.0,0.3157,0.2756,Saccade,67.0,,,,2.807,Invalid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92635,1992475664,Eye Tracker,Recording3,p03,date,,,279.0,489.0,0.1455,0.4528,Saccade,67.0,,,,2.849,Invalid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92652,1992475681,Eye Tracker,Recording3,p03,date,,,411.0,393.0,0.2139,0.3637,Saccade,67.0,,,,2.855,Invalid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92669,1992475698,Eye Tracker,Recording3,p03,date,,,349.0,384.0,0.1818,0.3552,Unclassified,17.0,,,,2.889,Invalid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92685,1992475714,Eye Tracker,Recording3,p03,date,,,374.0,483.0,0.1948,0.4468,Saccade,33.0,,,2.82,2.779,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92702,1992475731,Eye Tracker,Recording3,p03,date,,,412.0,519.0,0.2147,0.4803,Saccade,33.0,,,2.862,2.888,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92719,1992475747,Eye Tracker,Recording3,p03,date,,,437.0,540.0,0.2276,0.4996,Fixation,100.0,376.0,489.0,2.994,2.792,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92735,1992475764,Eye Tracker,Recording3,p03,date,,,334.0,467.0,0.1737,0.4325,Fixation,100.0,376.0,489.0,,2.764,Invalid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92752,1992475781,Eye Tracker,Recording3,p03,date,,,366.0,458.0,0.1909,0.4244,Fixation,100.0,376.0,489.0,2.75,2.728,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92769,1992475797,Eye Tracker,Recording3,p03,date,,,428.0,508.0,0.2227,0.4702,Fixation,100.0,376.0,489.0,2.902,2.867,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92785,1992475814,Eye Tracker,Recording3,p03,date,,,367.0,494.0,0.1912,0.4571,Fixation,100.0,376.0,489.0,2.732,2.963,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92802,1992475831,Eye Tracker,Recording3,p03,date,,,371.0,479.0,0.1933,0.4435,Fixation,100.0,376.0,489.0,2.837,2.826,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92819,1992475847,Eye Tracker,Recording3,p03,date,,,431.0,495.0,0.2247,0.4586,Saccade,67.0,,,2.845,2.895,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92835,1992475864,Eye Tracker,Recording3,p03,date,,,435.0,534.0,0.2267,0.4945,Saccade,67.0,,,2.821,2.865,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92852,1992475881,Eye Tracker,Recording3,p03,date,,,212.0,524.0,0.1103,0.4854,Saccade,67.0,,,2.817,2.707,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92869,1992475897,Eye Tracker,Recording3,p03,date,,,153.0,560.0,0.0798,0.5181,Saccade,67.0,,,2.992,2.763,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92885,1992475914,Eye Tracker,Recording3,p03,date,,,185.0,582.0,0.0965,0.5392,Fixation,83.0,170.0,551.0,2.925,2.756,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92902,1992475931,Eye Tracker,Recording3,p03,date,,,161.0,535.0,0.0837,0.4958,Fixation,83.0,170.0,551.0,2.866,2.75,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92919,1992475948,Eye Tracker,Recording3,p03,date,,,176.0,542.0,0.0919,0.5021,Fixation,83.0,170.0,551.0,2.827,2.79,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92935,1992475964,Eye Tracker,Recording3,p03,date,,,162.0,618.0,0.0846,0.5725,Fixation,83.0,170.0,551.0,3.065,3.041,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92952,1992475981,Eye Tracker,Recording3,p03,date,,,223.0,556.0,0.116,0.5146,Fixation,83.0,170.0,551.0,2.91,2.852,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92969,1992475998,Eye Tracker,Recording3,p03,date,,,173.0,556.0,0.0899,0.5147,Saccade,33.0,,,2.873,2.784,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
92985,1992476014,Eye Tracker,Recording3,p03,date,,,252.0,647.0,0.1311,0.5994,Saccade,33.0,,,2.868,3.001,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93001,1992476030,Eye Tracker,Recording3,p03,date,,,290.0,589.0,0.151,0.5458,Unclassified,16.0,,,2.902,3.095,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93018,1992476047,Eye Tracker,Recording3,p03,date,,,160.0,529.0,0.0832,0.4896,Saccade,17.0,,,2.703,2.88,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93035,1992476064,Eye Tracker,Recording3,p03,date,,,102.0,524.0,0.0533,0.4853,Fixation,67.0,161.0,534.0,2.81,2.877,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93051,1992476080,Eye Tracker,Recording3,p03,date,,,163.0,528.0,0.0851,0.4887,Fixation,67.0,161.0,534.0,2.684,2.88,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93068,1992476097,Eye Tracker,Recording3,p03,date,,,151.0,540.0,0.0784,0.4999,Fixation,67.0,161.0,534.0,2.908,2.815,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93085,1992476114,Eye Tracker,Recording3,p03,date,,,249.0,574.0,0.1297,0.5315,Fixation,67.0,161.0,534.0,2.98,2.854,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93101,1992476130,Eye Tracker,Recording3,p03,date,,,169.0,536.0,0.0878,0.4962,Saccade,33.0,,,2.898,2.738,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93118,1992476147,Eye Tracker,Recording3,p03,date,,,201.0,582.0,0.1047,0.5389,Saccade,33.0,,,2.903,2.858,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93135,1992476164,Eye Tracker,Recording3,p03,date,,,196.0,514.0,0.102,0.476,Unclassified,17.0,,,2.873,2.779,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93151,1992476180,Eye Tracker,Recording3,p03,date,,,183.0,547.0,0.0951,0.5065,Saccade,33.0,,,2.862,2.828,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93168,1992476197,Eye Tracker,Recording3,p03,date,,,171.0,488.0,0.0888,0.4518,Saccade,33.0,,,2.764,2.711,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93185,1992476214,Eye Tracker,Recording3,p03,date,,,115.0,456.0,0.06,0.4223,Unclassified,17.0,,,2.675,2.831,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93201,1992476230,Eye Tracker,Recording3,p03,date,,,235.0,569.0,0.1224,0.5272,Saccade,50.0,,,3.179,2.912,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93218,1992476247,Eye Tracker,Recording3,p03,date,,,196.0,533.0,0.1021,0.4937,Saccade,50.0,,,2.905,2.889,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93235,1992476264,Eye Tracker,Recording3,p03,date,,,260.0,622.0,0.1354,0.5758,Saccade,50.0,,,3.007,2.966,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93251,1992476280,Eye Tracker,Recording3,p03,date,,,247.0,615.0,0.1285,0.5692,Unclassified,33.0,,,2.964,3.056,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93268,1992476297,Eye Tracker,Recording3,p03,date,,,216.0,549.0,0.1123,0.5079,Unclassified,33.0,,,2.87,2.951,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93285,1992476314,Eye Tracker,Recording3,p03,date,,,363.0,585.0,0.1891,0.5416,Saccade,67.0,,,2.869,3.026,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93301,1992476330,Eye Tracker,Recording3,p03,date,,,322.0,411.0,0.1676,0.3808,Saccade,67.0,,,2.831,2.883,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93318,1992476347,Eye Tracker,Recording3,p03,date,,,350.0,475.0,0.1822,0.4397,Saccade,67.0,,,2.888,2.847,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93335,1992476364,Eye Tracker,Recording3,p03,date,,,302.0,438.0,0.1574,0.4056,Saccade,67.0,,,2.841,2.74,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93351,1992476380,Eye Tracker,Recording3,p03,date,,,352.0,476.0,0.1835,0.4406,Unclassified,33.0,,,2.797,2.803,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93368,1992476397,Eye Tracker,Recording3,p03,date,,,372.0,459.0,0.1935,0.425,Unclassified,33.0,,,2.757,2.877,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93385,1992476414,Eye Tracker,Recording3,p03,date,,,294.0,470.0,0.1533,0.4351,Saccade,17.0,,,2.88,2.802,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93401,1992476430,Eye Tracker,Recording3,p03,date,,,308.0,389.0,0.1606,0.3602,Fixation,117.0,308.0,441.0,2.592,2.836,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93418,1992476447,Eye Tracker,Recording3,p03,date,,,411.0,470.0,0.214,0.4347,Fixation,117.0,308.0,441.0,2.86,2.814,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93435,1992476464,Eye Tracker,Recording3,p03,date,,,297.0,441.0,0.1549,0.4081,Fixation,117.0,308.0,441.0,2.543,2.795,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93451,1992476480,Eye Tracker,Recording3,p03,date,,,280.0,384.0,0.1459,0.3551,Fixation,117.0,308.0,441.0,2.712,2.706,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93468,1992476497,Eye Tracker,Recording3,p03,date,,,372.0,484.0,0.194,0.4481,Fixation,117.0,308.0,441.0,2.883,2.855,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93485,1992476514,Eye Tracker,Recording3,p03,date,,,315.0,430.0,0.164,0.3979,Fixation,117.0,308.0,441.0,2.816,2.681,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93501,1992476530,Eye Tracker,Recording3,p03,date,,,246.0,433.0,0.128,0.4012,Fixation,117.0,308.0,441.0,2.743,2.899,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93518,1992476547,Eye Tracker,Recording3,p03,date,,,528.0,523.0,0.2748,0.4845,Saccade,83.0,,,3.021,2.762,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93535,1992476564,Eye Tracker,Recording3,p03,date,,,438.0,385.0,0.2279,0.3562,Saccade,83.0,,,,2.714,Invalid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93551,1992476580,Eye Tracker,Recording3,p03,date,,,443.0,458.0,0.2307,0.4242,Saccade,83.0,,,,2.862,Invalid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93568,1992476597,Eye Tracker,Recording3,p03,date,,,447.0,397.0,0.2328,0.3679,Saccade,83.0,,,2.518,2.829,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93585,1992476614,Eye Tracker,Recording3,p03,date,,,477.0,494.0,0.2482,0.4577,Saccade,83.0,,,2.861,2.848,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93601,1992476630,Eye Tracker,Recording3,p03,date,,,463.0,438.0,0.2414,0.4051,Fixation,100.0,468.0,431.0,2.821,2.783,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93618,1992476647,Eye Tracker,Recording3,p03,date,,,427.0,404.0,0.2223,0.3737,Fixation,100.0,468.0,431.0,2.632,2.795,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93635,1992476664,Eye Tracker,Recording3,p03,date,,,477.0,446.0,0.2482,0.4128,Fixation,100.0,468.0,431.0,2.901,2.742,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93651,1992476680,Eye Tracker,Recording3,p03,date,,,470.0,444.0,0.2445,0.4111,Fixation,100.0,468.0,431.0,2.902,2.801,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93668,1992476697,Eye Tracker,Recording3,p03,date,,,521.0,358.0,0.2714,0.3315,Fixation,100.0,468.0,431.0,2.335,2.865,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93685,1992476714,Eye Tracker,Recording3,p03,date,,,440.0,410.0,0.229,0.3799,Fixation,100.0,468.0,431.0,2.68,2.899,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93701,1992476730,Eye Tracker,Recording3,p03,date,,,468.0,508.0,0.2435,0.4699,Saccade,17.0,,,2.757,2.778,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93718,1992476747,Eye Tracker,Recording3,p03,date,,,486.0,463.0,0.2532,0.4291,Unclassified,17.0,,,2.89,2.816,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93735,1992476764,Eye Tracker,Recording3,p03,date,,,411.0,401.0,0.2142,0.3715,Saccade,17.0,,,2.454,2.754,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93751,1992476780,Eye Tracker,Recording3,p03,date,,,461.0,384.0,0.2402,0.3559,Fixation,67.0,458.0,388.0,2.569,2.773,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93768,1992476797,Eye Tracker,Recording3,p03,date,,,465.0,453.0,0.2424,0.4197,Fixation,67.0,458.0,388.0,2.792,2.907,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93785,1992476814,Eye Tracker,Recording3,p03,date,,,447.0,384.0,0.233,0.3551,Fixation,67.0,458.0,388.0,2.607,2.835,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93801,1992476830,Eye Tracker,Recording3,p03,date,,,455.0,267.0,0.2367,0.2467,Fixation,67.0,458.0,388.0,2.098,2.702,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93818,1992476847,Eye Tracker,Recording3,p03,date,,,489.0,651.0,0.2547,0.6024,Saccade,50.0,,,2.886,2.839,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93835,1992476864,Eye Tracker,Recording3,p03,date,,,592.0,888.0,0.3084,0.822,Saccade,50.0,,,2.833,2.874,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93851,1992476880,Eye Tracker,Recording3,p03,date,,,567.0,1027.0,0.2954,0.9515,Saccade,50.0,,,,2.917,Invalid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93868,1992476897,Eye Tracker,Recording3,p03,date,,,630.0,1130.0,,,Unclassified,17.0,,,3.017,3.01,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93885,1992476914,Eye Tracker,Recording3,p03,date,,,481.0,1008.0,0.2506,0.9334,Saccade,17.0,,,2.472,2.826,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93901,1992476930,Eye Tracker,Recording3,p03,date,,,526.0,1063.0,0.2738,0.9846,Unclassified,17.0,,,2.693,3.031,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93918,1992476947,Eye Tracker,Recording3,p03,date,,,563.0,1139.0,,,Saccade,17.0,,,2.833,2.952,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93935,1992476964,Eye Tracker,Recording3,p03,date,,,567.0,1091.0,,,Unclassified,50.0,,,2.808,2.907,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93951,1992476980,Eye Tracker,Recording3,p03,date,,,579.0,1085.0,,,Unclassified,50.0,,,2.837,2.97,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93968,1992476997,Eye Tracker,Recording3,p03,date,,,599.0,1093.0,,,Unclassified,50.0,,,2.839,2.899,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
93985,1992477014,Eye Tracker,Recording3,p03,date,,,593.0,933.0,0.3089,0.8641,Saccade,17.0,,,2.856,2.949,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94001,1992477030,Eye Tracker,Recording3,p03,date,,,,,,,EyesNotFound,17.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,0.0,0.0,0.0
94018,1992477047,Eye Tracker,Recording3,p03,date,,,558.0,858.0,0.2904,0.7944,Unclassified,50.0,,,2.587,2.945,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94035,1992477064,Eye Tracker,Recording3,p03,date,,,554.0,926.0,0.2886,0.8577,Unclassified,50.0,,,,2.914,Invalid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94051,1992477080,Eye Tracker,Recording3,p03,date,,,568.0,909.0,0.296,0.8423,Unclassified,50.0,,,,2.905,Invalid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94068,1992477097,Eye Tracker,Recording3,p03,date,,,578.0,905.0,0.3012,0.8385,Saccade,17.0,,,2.772,3.067,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94085,1992477114,Eye Tracker,Recording3,p03,date,,,566.0,912.0,0.295,0.8448,Fixation,83.0,567.0,926.0,,2.982,Invalid,Valid,,,,,,,,,,,,,,,0.0,0.0,1.0
94101,1992477130,Eye Tracker,Recording3,p03,date,,,566.0,924.0,0.295,0.8561,Fixation,83.0,567.0,926.0,2.807,2.927,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,1.0
94118,1992477147,Eye Tracker,Recording3,p03,date,,,572.0,840.0,0.298,0.7776,Fixation,83.0,567.0,926.0,,2.966,Invalid,Valid,,,,,,,,,,,,,,,0.0,0.0,1.0
94135,1992477163,Eye Tracker,Recording3,p03,date,,,600.0,1004.0,0.3124,0.9299,Fixation,83.0,567.0,926.0,2.952,3.019,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,1.0
94151,1992477180,Eye Tracker,Recording3,p03,date,,,558.0,940.0,0.2905,0.8703,Fixation,83.0,567.0,926.0,2.824,2.954,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,1.0
94168,1992477197,Eye Tracker,Recording3,p03,date,,,540.0,732.0,0.2814,0.6779,Saccade,83.0,,,3.032,2.811,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94185,1992477213,Eye Tracker,Recording3,p03,date,,,503.0,582.0,0.2617,0.5385,Saccade,83.0,,,2.921,,Valid,Invalid,,,,,,,,,,,,,,,0.0,0.0,0.0
94201,1992477230,Eye Tracker,Recording3,p03,date,,,446.0,153.0,0.2322,0.1417,Saccade,83.0,,,2.203,2.668,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94218,1992477247,Eye Tracker,Recording3,p03,date,,,377.0,247.0,0.1963,0.229,Saccade,83.0,,,2.218,2.888,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94235,1992477263,Eye Tracker,Recording3,p03,date,,,402.0,382.0,0.2093,0.3535,Saccade,83.0,,,2.778,2.839,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94251,1992477280,Eye Tracker,Recording3,p03,date,,,411.0,407.0,0.2141,0.377,Unclassified,33.0,,,2.712,2.851,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94268,1992477297,Eye Tracker,Recording3,p03,date,,,398.0,379.0,0.2072,0.3507,Unclassified,33.0,,,2.969,2.887,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94285,1992477313,Eye Tracker,Recording3,p03,date,,,465.0,452.0,0.2424,0.4182,Saccade,33.0,,,3.049,3.007,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94301,1992477330,Eye Tracker,Recording3,p03,date,,,388.0,371.0,0.2022,0.3439,Saccade,33.0,,,2.859,2.948,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94318,1992477347,Eye Tracker,Recording3,p03,date,,,432.0,443.0,0.2253,0.4098,Fixation,100.0,410.0,425.0,2.974,2.745,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94335,1992477363,Eye Tracker,Recording3,p03,date,,,409.0,441.0,0.2131,0.4084,Fixation,100.0,410.0,425.0,2.893,2.914,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94351,1992477380,Eye Tracker,Recording3,p03,date,,,397.0,389.0,0.2069,0.3599,Fixation,100.0,410.0,425.0,2.979,2.911,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94368,1992477397,Eye Tracker,Recording3,p03,date,,,407.0,419.0,0.2118,0.3876,Fixation,100.0,410.0,425.0,3.056,2.996,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94385,1992477413,Eye Tracker,Recording3,p03,date,,,462.0,442.0,0.2404,0.4088,Fixation,100.0,410.0,425.0,3.151,2.918,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94401,1992477430,Eye Tracker,Recording3,p03,date,,,414.0,410.0,0.2155,0.3793,Fixation,100.0,410.0,425.0,2.851,2.789,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94418,1992477447,Eye Tracker,Recording3,p03,date,,,357.0,404.0,0.186,0.3738,Saccade,33.0,,,2.81,2.899,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
94435,1992477463,Eye Tracker,Recording3,p03,date,,,275.0,439.0,0.1432,0.4065,Saccade,33.0,,,2.796,2.958,Valid,Valid,,,,,,,,,,,,,,,0.0,0.0,0.0
