# timestamps [seconds],pts
329361.627937,518280
329361.661448,520476
329361.694958,522672
329361.728468,524868
329361.761979,527064
329361.795489,529261
329361.829000,531457
329361.862510,533653
329361.896020,535849
329361.929531,538045
329361.963041,540241
329361.996552,542437
329362.030062,544633
329362.063572,546829
329362.097083,549026
329362.130593,551222
329362.164104,553418
329362.197614,555614
329362.231124,557810
329362.264635,560006
329362.298145,562202
329362.331656,564398
329362.365166,566594
329362.398676,568790
329362.432187,570987
329362.465697,573183
329362.499208,575379
329362.532718,577575
329362.566228,579771
329362.599739,581967
329362.633249,584163
329362.666760,586359
329362.700270,588555
329362.733780,590751
329362.767291,592948
329362.800801,595144
329362.834312,597340
329362.867822,599536
329362.901332,601732
329362.934843,603928
329362.968353,606124
329363.001864,608320
329363.035374,610516
329363.068884,612712
329363.102395,614909
329363.135905,617105
329363.169416,619301
329363.202926,621497
329363.236436,623693
329363.269947,625889
329363.303457,628085
329363.336968,630281
329363.370478,632477
329363.403988,634674
329363.437499,636870
329363.471009,639066
329363.504520,641262
329363.538030,643458
329363.571540,645654
329363.605051,647850
329363.638561,650046
329363.672072,652242
329363.705582,654438
329363.739092,656635
329363.772603,658831
329363.806113,661027
329363.839624,663223
329363.873134,665419
329363.906644,667615
329363.940155,669811
329363.973665,672007
329364.007176,674203
329364.040686,676400
329364.074196,678596
329364.107707,680792
329364.141217,682988
329364.174728,685184
329364.208238,687380
329364.241748,689576
329364.275259,691772
329364.308769,693968
329364.342280,696165
329364.375790,698361
329364.409300,700557
329364.442811,702753
329364.476321,704949
329364.509832,707145
329364.543342,709341
329364.576852,711537
329364.610363,713733
329364.643873,715929
329364.677384,718126
329364.710894,720322
329364.744404,722518
329364.777915,724714
329364.811425,726910
329364.844936,729106
329364.878446,731302
329364.911956,733498
329364.945467,735694
329364.978977,737890
329365.012488,740087
329365.045998,742283
329365.079508,744479
329365.113019,746675
329365.146529,748871
329365.180040,751067
329365.213550,753263
329365.247060,755459
329365.280571,757655
329365.314081,759851
329365.347592,762048
329365.381102,764244
329365.414612,766440
329365.448123,768636
329365.481633,770832
329365.515144,773028
329365.548654,775224
329365.582164,777420
329365.615675,779616
329365.649185,781813
329365.682696,784009
329365.716206,786205
329365.749716,788401
329365.783227,790597
329365.816737,792793
329365.850248,794989
329365.883758,797185
329365.917268,799381
329365.950779,801577
329365.984289,803774
329366.017800,805970
329366.051310,808166
329366.084820,810362
329366.118331,812558
329366.151841,814754
329366.185352,816950
329366.218862,819146
329366.252372,821342
329366.285883,823539
329366.319393,825735
329366.352904,827931
329366.386414,830127
329366.419924,832323
329366.453435,834519
329366.486945,836715
329366.520456,838911
329366.553966,841107
329366.587476,843303
329366.620987,845500
329366.654497,847696
329366.688008,849892
329366.721518,852088
329366.755028,854284
329366.788539,856480
329366.822049,858676
329366.855560,860872
329366.889070,863068
329366.922580,865264
329366.956091,867461
329366.989601,869657
329367.023112,871853
329367.056622,874049
329367.090132,876245
329367.123643,878441
329367.157153,880637
329367.190664,882833
329367.224174,885029
329367.257684,887226
329367.291195,889422
329367.324705,891618
329367.358216,893814
329367.391726,896010
329367.425236,898206
329367.458747,900402
329367.492257,902598
329367.525768,904794
329367.559278,906990
329367.592788,909187
329367.626299,911383
329367.659809,913579
329367.693320,915775
329367.726830,917971
329367.760340,920167
329367.793851,922363
329367.827361,924559
329367.860872,926755
329367.894382,928952
329367.927892,931148
329367.961403,933344
329367.994913,935540
329368.028424,937736
329368.061934,939932
329368.095444,942128
329368.128955,944324
329368.162465,946520
329368.195976,948716
329368.229486,950913
329368.262996,953109
329368.296507,955305
329368.330017,957501
329368.363528,959697
329368.397038,961893
329368.430548,964089
329368.464059,966285
329368.497569,968481
329368.531080,970678
329368.564590,972874
329368.598100,975070
329368.631611,977266
329368.665121,979462
329368.698632,981658
329368.732142,983854
329368.765652,986050
329368.799163,988246
329368.832673,990442
329368.866184,992639
329368.899694,994835
329368.933204,997031
329368.966715,999227
329369.000225,1001423
329369.033736,1003619
329369.067246,1005815
329369.100756,1008011
329369.134267,1010207
329369.167777,1012403
329369.201288,1014600
329369.234798,1016796
329369.268308,1018992
329369.301819,1021188
329369.335329,1023384
329369.368840,1025580
329369.402350,1027776
329369.435860,1029972
329369.469371,1032168
329369.502881,1034364
329369.536392,1036561
329369.569902,1038757
