id,start_timestamp,duration,end_timestamp,start_frame_index,index,end_frame_index,confidence,filter_response,base_data
1,329353.896568,0.39166599995223805,329354.288234,1,6,11,0.5021917117874612,0.30767317452474696 0.32529015851532567 0.33035496252723034 0.3475710513267646 0.3649499237041337 0.3808621735950099 0.399668740715688 0.4188129993974777 0.43864641313405606 0.4557145391878205 0.47549216489241786 0.4928921505390256 0.4980727732164147 0.5154289456719147 0.5302473394258502 0.5468457560189742 0.5579980708723339 0.5689555122719224 0.5867845627113271 0.6043800017500146 0.6144186055758502 0.6326363348794997 0.6422459929604939 0.6510582026320314 0.6681771777483463 0.6859861540214871 0.6945197824881967 0.7128129141806951 0.7213767725487176 0.7301243342240626 0.7347559937079118 0.7453891997996737 0.7495313854713275 0.7588515068398043 0.7624653054281734 0.7667889813514635 0.7745778546497715 0.7738983782406973 0.7723758155593433 0.751434338608997 0.7217195934539471 0.6827684468566317 0.6452082105283882 0.6153078009729965 0.5759829943228626 0.5758758003878286 0.5362933175875028 0.5068023422398588 0.46787605080905575 0.42827253149266387 0.3984015511449895 0.35908032091196823 0.3195626604000858 0.28915501187750625 0.2495515084004011 0.20992649378251985 0.1713236592332319 0.13689657199006894 0.12611479267987766 0.09264747148429214 0.06062929895963894 0.03018893497451829 -0.006647434906081296 -0.04020925029972078 -0.07978383057614442 -0.11387869386552521 -0.1501751019347755 -0.18484730041587547 -0.19515165428459355 -0.2275082342972304 -0.2526424219047652 -0.28665251499181266 -0.30572074678057753 -0.3275589537686434 -0.3623755493345362 -0.3972416116314036 -0.41695021544560196 -0.4514021993499847 -0.47066842651481783 -0.4883100556977201 -0.522414305075448 -0.5558727357646518 -0.5729504182581768 -0.6082407686380388 -0.6249429886006466 -0.6391799070862035 -0.6484474200491287 -0.6661424063381463 -0.6744254407212479 -0.6919286245305694 -0.6991608788419083 -0.7118367343995605 -0.7272244093794996 -0.7318023213267201 -0.7443029873836037 -0.7362741921634602 -0.7363222982738571 -0.7176598703509164 -0.7015599225474126 -0.7012155612822072 -0.6820402690740116 -0.6822341368300014,329353.896568 329353.897725 329353.901574 329353.902732 329353.906581 329353.907738 329353.911587 329353.912745 329353.916594 329353.917751 329353.9216 329353.922758 329353.927764 329353.931613 329353.932771 329353.93662 329353.937777 329353.941626 329353.942784 329353.946633 329353.94779 329353.951639 329353.952797 329353.956646 329353.957803 329353.961653 329353.96281 329353.966659 329353.967817 329353.971666 329353.972823 329353.976672 329353.97783 329353.981679 329353.982836 329353.986685 329353.991692 329353.997856 329354.007869 329354.027895 329354.031744 329354.032901 329354.03675 329354.042914 329354.046763 329354.052927 329354.056776 329354.057934 329354.06294 329354.06679 329354.067947 329354.07796 329354.081809 329354.087973 329354.09298 329354.101835 329354.107999 329354.111848 329354.118012 329354.131874 329354.136881 329354.138038 329354.148051 329354.1519 329354.153058 329354.156907 329354.163071 329354.16692 329354.168077 329354.171927 329354.173084 329354.176933 329354.18194 329354.183097 329354.188104 329354.191953 329354.19311 329354.196959 329354.201966 329354.203123 329354.20813 329354.211979 329354.213136 329354.216985 329354.221992 329354.228156 329354.232005 329354.233162 329354.237011 329354.238169 329354.242018 329354.247024 329354.248182 329354.252031 329354.253188 329354.257038 329354.263201 329354.268208 329354.272057 329354.273215 329354.278221 329354.28207
